loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_term_months,emi,start_date,end_date,loan_status
LOAN000266,CUST001600,Personal Loan,2631454,9.68,240,24838.74,2023-12-27,2034-07-31,Defaulted
LOAN000267,CUST009676,Education Loan,2035446,12.17,120,29403.12,2022-12-15,2037-09-09,Defaulted
LOAN000268,CUST010953,Gold Loan,2983152,12.35,24,140915.41,2017-03-28,2037-10-19,Closed
LOAN000269,CUST004334,Car Loan,4482333,9.51,36,143603.3,2023-12-31,2030-11-01,Active
LOAN000270,CUST012100,Personal Loan,1817815,11.56,180,21304.92,2023-11-17,2043-08-14,Defaulted
LOAN000271,CUST006956,Personal Loan,2697728,11.48,24,126337.31,2019-11-22,2033-01-12,Active
LOAN000272,CUST018822,Home Loan,418664,10.54,180,4638.29,2017-06-17,2037-12-17,Active
LOAN000273,CUST008546,Education Loan,1960013,10.73,36,63917.99,2016-08-09,2036-11-12,Closed
LOAN000274,CUST015975,Gold Loan,3339794,11.79,24,156888.37,2024-10-01,2036-05-31,Defaulted
LOAN000275,CUST013723,Home Loan,4257468,13.97,84,79714.46,2024-09-06,2025-04-16,Closed
LOAN000276,CUST000696,Car Loan,918326,8.08,24,41566.91,2018-05-11,2019-03-11,Closed
LOAN000277,CUST015631,Education Loan,1209570,8.0,60,24525.72,2018-12-27,2041-11-30,Active
LOAN000278,CUST013590,Personal Loan,2310614,12.43,180,28373.65,2020-01-20,2025-05-18,Defaulted
LOAN000279,CUST014522,Gold Loan,894693,14.5,120,14161.81,2016-11-25,2045-08-17,Active
LOAN000280,CUST019918,Gold Loan,2851619,11.14,120,39507.38,2020-06-29,2028-07-11,Closed
LOAN000281,CUST009771,Home Loan,3536711,11.81,240,38474.78,2017-12-05,2022-11-20,Closed
LOAN000282,CUST013378,Education Loan,4546956,9.33,60,95117.23,2022-02-06,2038-10-10,Active
LOAN000283,CUST001035,Personal Loan,4621211,8.67,120,57717.42,2023-09-05,2028-03-20,Closed
LOAN000284,CUST010843,Car Loan,984695,9.32,36,31459.9,2021-02-27,2039-12-02,Closed
LOAN000285,CUST016593,Gold Loan,1017666,8.0,12,88525.17,2018-01-29,2041-01-21,Defaulted
LOAN000286,CUST010422,Home Loan,478688,12.05,120,6881.63,2018-06-04,2026-05-16,Defaulted
LOAN000287,CUST010980,Gold Loan,2716427,8.5,120,33679.81,2018-04-05,2023-10-12,Closed
LOAN000288,CUST002128,Home Loan,1221152,12.07,180,14710.92,2024-08-10,2025-02-16,Defaulted
LOAN000289,CUST012188,Education Loan,2664398,11.13,180,30501.32,2018-04-26,2029-01-24,Closed
LOAN000290,CUST005971,Car Loan,4241047,14.37,120,66795.98,2018-01-24,2045-12-23,Closed
LOAN000291,CUST013226,Gold Loan,4827754,8.24,240,41105.34,2021-07-01,2022-07-23,Defaulted
LOAN000292,CUST000994,Education Loan,3973713,10.28,240,39087.26,2021-10-21,2029-02-04,Active
LOAN000293,CUST015085,Gold Loan,291462,10.46,240,2902.07,2017-08-25,2043-08-22,Closed
LOAN000294,CUST014846,Gold Loan,3719627,7.78,36,116182.45,2024-04-25,2034-06-04,Defaulted
LOAN000295,CUST014946,Home Loan,2798656,12.31,240,31422.58,2021-12-16,2029-07-19,Active
LOAN000296,CUST000448,Education Loan,3068444,10.27,84,51368.9,2021-06-09,2037-06-05,Closed
LOAN000297,CUST017278,Gold Loan,1843847,11.87,60,40894.33,2024-04-15,2033-06-24,Active
LOAN000298,CUST005454,Home Loan,1017059,7.94,12,88444.15,2024-02-06,2040-12-21,Defaulted
LOAN000299,CUST003212,Gold Loan,1906599,13.89,36,65061.22,2017-12-26,2039-01-17,Defaulted
LOAN000300,CUST005562,Personal Loan,3704888,7.9,12,322111.11,2020-01-15,2021-12-12,Defaulted
LOAN000301,CUST018912,Gold Loan,1440442,11.32,60,31549.06,2023-04-29,2038-02-24,Closed
LOAN000302,CUST003211,Car Loan,1395290,14.22,12,125423.55,2018-02-28,2024-11-15,Defaulted
LOAN000303,CUST013814,Personal Loan,4105366,11.4,84,71160.26,2024-10-10,2041-02-13,Closed
LOAN000304,CUST008967,Education Loan,2109105,8.08,12,183545.75,2017-05-22,2022-08-23,Closed
LOAN000305,CUST017654,Car Loan,3607641,8.64,60,74259.94,2020-02-02,2029-02-26,Defaulted
LOAN000306,CUST010650,Car Loan,3133582,14.49,24,151178.69,2017-09-01,2036-10-29,Defaulted
LOAN000307,CUST019715,Personal Loan,1068235,9.33,240,9839.06,2022-05-15,2042-04-25,Defaulted
LOAN000308,CUST003972,Education Loan,4531872,8.53,24,206061.5,2017-09-28,2043-08-28,Active
LOAN000309,CUST010808,Home Loan,3959746,12.71,180,49347.17,2020-05-02,2034-08-09,Active
LOAN000310,CUST019545,Personal Loan,3100936,7.87,120,37410.24,2019-01-14,2026-08-25,Active
LOAN000311,CUST011367,Gold Loan,1698609,8.57,180,16796.65,2025-04-06,2025-05-22,Closed
LOAN000312,CUST003779,Personal Loan,2474775,11.49,84,43014.46,2017-08-15,2034-11-16,Closed
LOAN000313,CUST013080,Home Loan,4215588,13.6,60,97217.35,2022-10-01,2036-07-28,Closed
LOAN000314,CUST006353,Personal Loan,4850573,12.25,84,86275.72,2023-05-31,2039-07-14,Closed
LOAN000315,CUST004008,Car Loan,806696,9.44,84,13159.85,2018-06-10,2042-03-10,Active
LOAN000316,CUST003777,Home Loan,1715193,14.39,84,32513.39,2025-07-12,2034-11-14,Defaulted
LOAN000317,CUST017148,Gold Loan,1912790,14.14,240,23980.68,2024-07-09,2028-12-12,Closed
LOAN000318,CUST014105,Personal Loan,675041,13.23,120,10170.87,2017-03-12,2042-11-24,Closed
LOAN000319,CUST019146,Personal Loan,4384338,11.61,12,388743.67,2018-07-28,2025-12-18,Defaulted
LOAN000320,CUST019184,Gold Loan,1450497,10.28,24,67120.69,2017-01-12,2017-11-24,Closed
LOAN000321,CUST008427,Car Loan,2768056,9.54,240,25874.26,2022-04-12,2039-02-23,Defaulted
LOAN000322,CUST004338,Education Loan,921286,8.05,24,41688.28,2018-09-26,2036-07-28,Defaulted
LOAN000323,CUST008118,Home Loan,589509,12.8,240,6822.72,2016-10-15,2043-10-25,Active
LOAN000324,CUST007764,Car Loan,3947523,13.96,36,134840.3,2020-05-01,2021-04-07,Active
LOAN000325,CUST014013,Education Loan,395861,12.18,180,4796.94,2024-12-21,2042-04-18,Closed
LOAN000326,CUST013652,Education Loan,4817600,8.16,36,151321.92,2023-10-10,2041-09-29,Active
LOAN000327,CUST000439,Education Loan,3885377,9.38,240,35912.89,2018-08-02,2039-05-18,Defaulted
LOAN000328,CUST016534,Home Loan,3347295,11.86,60,74222.14,2019-08-30,2020-03-19,Defaulted
LOAN000329,CUST003270,Car Loan,541346,14.12,240,6778.98,2020-06-18,2028-02-13,Active
LOAN000330,CUST003753,Car Loan,925250,12.04,180,11128.38,2025-03-31,2040-10-24,Defaulted
LOAN000331,CUST009114,Home Loan,3532468,13.13,84,64512.45,2017-01-29,2036-05-19,Defaulted
LOAN000332,CUST009441,Gold Loan,2320076,7.61,60,46610.93,2024-10-18,2039-03-26,Active
LOAN000333,CUST001740,Home Loan,2941948,14.16,36,100777.58,2020-07-01,2039-06-12,Active
LOAN000334,CUST000607,Gold Loan,3933600,14.33,84,74434.65,2022-02-07,2022-10-05,Defaulted
LOAN000335,CUST017086,Gold Loan,1462731,12.48,240,16598.06,2018-06-17,2026-09-05,Active
LOAN000336,CUST012999,Gold Loan,3430677,8.9,24,156572.24,2018-01-17,2023-08-09,Active
LOAN000337,CUST016973,Education Loan,4766813,11.09,84,81845.2,2024-03-15,2033-04-29,Closed
LOAN000338,CUST018367,Personal Loan,3364484,12.74,120,49720.72,2021-04-13,2044-02-05,Closed
LOAN000339,CUST015684,Education Loan,1419482,8.5,120,17599.55,2019-02-14,2029-05-16,Active
LOAN000340,CUST011038,Personal Loan,3146190,10.08,12,276717.16,2019-04-14,2028-02-03,Active
LOAN000341,CUST005747,Personal Loan,3077863,12.86,240,35752.96,2025-01-16,2031-11-11,Closed
LOAN000342,CUST011585,Gold Loan,3731274,13.42,60,85702.34,2019-11-01,2046-01-19,Defaulted
LOAN000343,CUST006271,Home Loan,873902,13.21,60,19978.03,2025-06-14,2028-11-24,Closed
LOAN000344,CUST008852,Gold Loan,4874864,14.35,240,61863.04,2017-01-27,2025-03-27,Defaulted
LOAN000345,CUST018409,Home Loan,3095405,9.1,240,28049.55,2017-10-17,2037-07-06,Active
LOAN000346,CUST006601,Personal Loan,4994577,7.95,60,101152.54,2017-12-04,2018-06-07,Active
LOAN000347,CUST011379,Education Loan,3659539,10.68,120,49749.56,2019-11-15,2039-08-26,Closed
LOAN000348,CUST017190,Education Loan,1970410,9.4,12,172680.97,2016-10-04,2045-09-21,Defaulted
LOAN000349,CUST011606,Education Loan,500106,9.19,12,43779.08,2024-07-01,2035-07-23,Active
LOAN000350,CUST006910,Home Loan,2441633,8.22,240,20758.36,2023-04-21,2043-01-23,Closed
LOAN000351,CUST000739,Personal Loan,1511601,12.18,36,50336.84,2023-02-02,2034-05-22,Defaulted
LOAN000352,CUST001995,Home Loan,845323,14.33,12,76030.43,2018-08-29,2021-10-30,Active
LOAN000353,CUST000120,Personal Loan,1148514,8.14,120,14019.75,2024-12-31,2027-12-12,Active
LOAN000354,CUST014927,Gold Loan,4135721,13.99,180,55049.32,2019-09-01,2045-10-26,Defaulted
LOAN000355,CUST017610,Home Loan,3523946,9.48,60,73974.99,2024-03-07,2037-09-30,Closed
LOAN000356,CUST017437,Personal Loan,3332622,10.6,240,33496.39,2020-05-13,2038-11-23,Defaulted
LOAN000357,CUST018554,Personal Loan,1299836,11.61,24,60951.33,2020-03-29,2033-05-13,Defaulted
LOAN000358,CUST007294,Education Loan,1215171,9.19,36,38749.66,2024-10-13,2028-02-19,Closed
LOAN000359,CUST003406,Car Loan,2895802,13.05,24,137739.72,2020-05-31,2028-02-14,Closed
LOAN000360,CUST010538,Personal Loan,900197,7.95,24,40692.95,2025-06-30,2042-11-05,Closed
LOAN000361,CUST018467,Gold Loan,178481,9.34,240,1645.07,2022-01-08,2023-09-23,Active
LOAN000362,CUST008627,Gold Loan,959359,9.3,36,30641.49,2023-02-16,2043-07-17,Active
LOAN000363,CUST003482,Gold Loan,3661574,7.87,36,114520.96,2018-08-04,2043-09-04,Active
LOAN000364,CUST017819,Gold Loan,4602293,8.98,240,41348.85,2023-11-27,2034-04-04,Closed
LOAN000365,CUST000128,Education Loan,1859080,12.53,60,41853.84,2024-10-22,2037-01-11,Active
LOAN000366,CUST013427,Car Loan,3295888,11.8,180,39133.1,2018-06-20,2035-07-02,Closed
LOAN000367,CUST010611,Personal Loan,2400926,13.12,120,36018.54,2021-05-12,2029-11-16,Defaulted
LOAN000368,CUST015274,Gold Loan,2976429,12.45,180,36588.35,2023-06-21,2024-07-28,Closed
LOAN000369,CUST019581,Gold Loan,3591417,12.42,240,40601.18,2017-08-20,2030-11-28,Active
LOAN000370,CUST019286,Education Loan,2552993,13.1,120,38269.66,2023-09-12,2025-10-04,Active
LOAN000371,CUST012823,Education Loan,3638463,14.03,180,48528.28,2019-08-21,2031-10-29,Active
LOAN000372,CUST003074,Education Loan,4475851,8.92,36,142164.27,2025-07-17,2029-01-31,Active
LOAN000373,CUST002381,Home Loan,3831526,13.13,240,45244.54,2023-07-02,2025-06-18,Active
LOAN000374,CUST002484,Home Loan,4123877,10.53,36,134094.42,2020-03-28,2040-01-23,Active
LOAN000375,CUST003462,Gold Loan,149513,8.16,24,6772.98,2022-06-17,2034-01-16,Closed
LOAN000376,CUST015232,Home Loan,4178225,12.6,24,197856.32,2018-10-21,2035-11-01,Closed
LOAN000377,CUST007459,Car Loan,3701672,8.66,180,36799.83,2019-09-27,2025-07-25,Active
LOAN000378,CUST015885,Car Loan,4394983,13.5,120,66924.29,2019-03-07,2030-12-31,Active
LOAN000379,CUST006886,Home Loan,4911174,7.75,180,46227.69,2017-08-29,2018-11-21,Defaulted
LOAN000380,CUST015098,Personal Loan,3876140,13.25,36,131069.71,2024-09-07,2044-08-28,Closed
LOAN000381,CUST018685,Education Loan,2377011,13.99,60,55296.57,2017-02-19,2030-12-20,Defaulted
LOAN000382,CUST014971,Personal Loan,2719440,11.58,24,127480.75,2019-02-21,2025-08-11,Active
LOAN000383,CUST000804,Education Loan,4234713,10.04,240,40978.19,2017-12-27,2024-05-09,Defaulted
LOAN000384,CUST000475,Car Loan,4798399,13.48,60,110360.99,2016-10-17,2035-03-23,Active
LOAN000385,CUST008609,Gold Loan,1853758,8.77,180,18549.26,2019-04-21,2039-06-03,Closed
LOAN000386,CUST006483,Car Loan,3139123,10.4,60,67316.6,2019-06-18,2023-05-25,Active
LOAN000387,CUST018288,Education Loan,2022470,10.07,12,177873.1,2023-02-25,2036-05-28,Defaulted
LOAN000388,CUST005558,Personal Loan,1576417,12.26,120,22854.57,2017-03-16,2041-06-04,Active
LOAN000389,CUST013949,Education Loan,1928376,13.19,240,22853.9,2017-11-26,2044-10-11,Closed
LOAN000390,CUST008892,Gold Loan,3131122,10.93,36,102405.15,2021-07-20,2039-03-31,Closed
LOAN000391,CUST012522,Home Loan,1820857,12.14,24,85833.16,2018-04-19,2043-05-05,Closed
LOAN000392,CUST004449,Education Loan,490777,7.56,36,15279.74,2022-02-22,2034-04-23,Closed
LOAN000393,CUST000485,Home Loan,4524519,9.75,120,59167.24,2018-07-21,2020-01-08,Active
LOAN000394,CUST010423,Education Loan,643998,12.66,180,8004.59,2017-12-23,2045-08-03,Defaulted
LOAN000395,CUST019412,Gold Loan,827040,9.3,12,72440.98,2023-06-23,2033-07-26,Active
LOAN000396,CUST014901,Home Loan,1006175,8.02,36,31539.15,2021-07-08,2044-04-05,Defaulted
LOAN000397,CUST011227,Gold Loan,1724080,11.94,36,57214.73,2024-11-20,2044-12-07,Defaulted
LOAN000398,CUST019133,Gold Loan,1923533,8.76,120,24117.36,2020-09-14,2034-09-25,Active
LOAN000399,CUST007921,Personal Loan,1647891,7.68,36,51396.0,2024-10-19,2031-05-24,Active
LOAN000400,CUST007912,Personal Loan,3851360,12.17,84,68337.66,2020-05-29,2025-09-01,Defaulted
LOAN000401,CUST002767,Personal Loan,4447570,13.1,84,81152.02,2021-02-28,2029-11-07,Defaulted
LOAN000402,CUST014866,Personal Loan,1007676,10.33,24,46652.76,2023-06-23,2032-11-17,Active
LOAN000403,CUST016507,Home Loan,2001322,12.92,180,25216.31,2020-12-04,2028-09-02,Active
LOAN000404,CUST011689,Car Loan,465870,10.54,36,15150.7,2019-08-25,2033-08-24,Active
LOAN000405,CUST004038,Gold Loan,2426946,11.47,36,79996.36,2017-03-28,2025-10-29,Active
LOAN000406,CUST000857,Personal Loan,1532544,9.41,240,14195.37,2021-04-04,2037-04-08,Defaulted
LOAN000407,CUST016137,Home Loan,650198,10.06,24,30021.35,2019-10-30,2021-11-18,Defaulted
LOAN000408,CUST008831,Gold Loan,1793829,14.46,60,42168.29,2023-08-22,2041-04-22,Defaulted
LOAN000409,CUST008804,Personal Loan,3452101,13.12,120,51788.2,2020-03-31,2021-10-09,Active
LOAN000410,CUST011839,Car Loan,4558388,13.53,24,217850.59,2021-01-16,2022-02-27,Defaulted
LOAN000411,CUST003827,Car Loan,763303,12.89,240,8882.92,2020-06-29,2042-01-03,Active
LOAN000412,CUST018128,Car Loan,1365440,7.83,84,21166.58,2017-08-10,2039-09-16,Active
LOAN000413,CUST005996,Education Loan,4087098,11.49,84,71038.5,2023-05-28,2025-08-18,Closed
LOAN000414,CUST000504,Car Loan,777836,12.2,84,13814.26,2022-11-28,2039-11-08,Defaulted
LOAN000415,CUST002960,Home Loan,1120798,8.0,240,9374.8,2022-06-17,2035-04-06,Defaulted
LOAN000416,CUST007989,Car Loan,108979,13.53,12,9760.83,2022-05-16,2022-12-31,Closed
LOAN000417,CUST009641,Gold Loan,1534291,9.7,120,20021.74,2016-12-26,2024-11-06,Active
LOAN000418,CUST008110,Personal Loan,2922816,8.66,24,133072.6,2018-12-21,2030-04-04,Defaulted
LOAN000419,CUST005383,Car Loan,589693,12.65,180,7325.76,2020-07-20,2029-07-28,Active
LOAN000420,CUST013952,Gold Loan,4773663,9.84,180,50831.78,2024-11-26,2038-10-20,Active
LOAN000421,CUST013139,Personal Loan,976826,14.25,240,12324.8,2020-07-16,2030-06-11,Active
LOAN000422,CUST017988,Education Loan,2755426,11.44,24,128988.05,2019-04-30,2029-11-04,Active
LOAN000423,CUST013436,Car Loan,1523890,8.97,24,69597.55,2022-06-13,2023-12-15,Closed
LOAN000424,CUST007726,Education Loan,1308568,10.89,60,28379.71,2024-03-07,2029-01-22,Active
LOAN000425,CUST012034,Car Loan,3240337,8.16,12,282111.6,2022-08-02,2036-03-12,Closed
LOAN000426,CUST008130,Car Loan,336552,9.25,84,5457.61,2021-11-25,2041-06-02,Defaulted
LOAN000427,CUST012788,Education Loan,115825,13.95,84,2167.36,2021-07-19,2041-11-09,Defaulted
LOAN000428,CUST008293,Education Loan,3253037,11.64,36,107488.9,2025-07-21,2031-11-16,Closed
LOAN000429,CUST018322,Education Loan,1460278,11.0,240,15072.82,2023-08-21,2026-07-07,Defaulted
LOAN000430,CUST013061,Personal Loan,1779685,7.94,12,154762.63,2020-10-22,2020-10-31,Active
LOAN000431,CUST003296,Home Loan,3823341,11.37,120,53470.47,2023-03-05,2038-06-18,Defaulted
LOAN000432,CUST008958,Home Loan,2014421,8.2,120,24653.89,2021-11-20,2028-07-24,Closed
LOAN000433,CUST000116,Gold Loan,188520,8.66,24,8583.11,2021-07-05,2026-05-01,Closed
LOAN000434,CUST005648,Personal Loan,572077,14.48,180,7803.95,2025-03-30,2030-06-08,Active
LOAN000435,CUST012625,Car Loan,1023487,9.35,240,9440.21,2017-11-21,2041-11-12,Defaulted
LOAN000436,CUST014748,Gold Loan,4508715,12.58,24,213464.14,2018-04-26,2030-04-03,Defaulted
LOAN000437,CUST007182,Personal Loan,2203085,9.25,60,46000.19,2022-12-24,2034-06-27,Active
LOAN000438,CUST001711,Personal Loan,3798013,11.28,60,83109.34,2021-03-16,2037-02-07,Active
LOAN000439,CUST015958,Home Loan,1593215,8.25,180,15456.42,2016-10-01,2021-11-30,Active
LOAN000440,CUST005818,Gold Loan,4578824,11.17,240,47792.97,2018-12-23,2033-09-22,Defaulted
LOAN000441,CUST015279,Education Loan,4800992,12.48,180,59110.81,2017-04-05,2029-05-02,Closed
LOAN000442,CUST002481,Personal Loan,861693,13.56,36,29266.81,2020-10-30,2040-04-16,Active
LOAN000443,CUST010251,Home Loan,265195,12.16,120,3829.35,2019-05-20,2035-01-01,Closed
LOAN000444,CUST004033,Gold Loan,3362235,8.56,36,106230.98,2022-01-21,2028-07-11,Defaulted
LOAN000445,CUST013348,Home Loan,959609,9.62,60,20209.9,2023-12-25,2040-03-31,Defaulted
LOAN000446,CUST016531,Home Loan,2702789,10.88,60,58603.56,2022-08-27,2027-05-26,Closed
LOAN000447,CUST009515,Education Loan,2947988,13.77,240,36167.44,2017-08-27,2020-09-03,Active
LOAN000448,CUST004611,Gold Loan,4964165,10.17,60,105889.55,2021-06-12,2042-11-05,Defaulted
LOAN000449,CUST005118,Home Loan,1454493,13.78,84,27080.76,2023-05-18,2038-08-10,Closed
LOAN000450,CUST016947,Personal Loan,2804048,11.74,60,62006.71,2018-11-24,2031-01-12,Active
LOAN000451,CUST006386,Education Loan,3695801,13.19,180,47223.83,2018-06-25,2028-09-25,Defaulted
LOAN000452,CUST015140,Home Loan,536339,8.22,84,8418.4,2020-03-15,2026-12-09,Active
LOAN000453,CUST006272,Home Loan,2724742,8.89,240,24322.78,2022-11-05,2044-01-01,Active
LOAN000454,CUST000342,Home Loan,4692211,11.08,120,64847.88,2018-06-24,2036-03-17,Defaulted
LOAN000455,CUST000829,Gold Loan,1794469,9.94,36,57851.93,2020-12-22,2035-04-30,Defaulted
LOAN000456,CUST012530,Gold Loan,4798543,8.88,240,42804.1,2020-08-15,2046-04-28,Active
LOAN000457,CUST011552,Personal Loan,183908,10.3,84,3081.67,2016-11-19,2040-08-25,Active
LOAN000458,CUST009528,Car Loan,1101751,9.28,24,50474.87,2024-08-24,2028-06-20,Closed
LOAN000459,CUST011837,Home Loan,1043519,13.09,120,15636.3,2022-06-18,2025-08-27,Defaulted
LOAN000460,CUST000314,Home Loan,4573384,13.14,240,54037.43,2021-08-19,2021-12-24,Defaulted
LOAN000461,CUST011698,Gold Loan,2775915,10.19,12,244292.4,2024-03-24,2038-07-10,Active
LOAN000462,CUST010052,Car Loan,2670898,13.32,24,127381.18,2024-01-11,2040-10-16,Active
LOAN000463,CUST012864,Education Loan,1893974,8.81,36,60060.53,2018-03-10,2044-07-11,Active
LOAN000464,CUST016071,Education Loan,4888778,11.14,60,106635.53,2024-11-01,2025-03-03,Closed
LOAN000465,CUST017137,Home Loan,1593662,12.71,12,142124.81,2025-01-08,2034-09-23,Defaulted
LOAN000466,CUST018262,Home Loan,2642565,10.28,120,35332.71,2024-04-20,2041-01-09,Defaulted
LOAN000467,CUST004910,Home Loan,2551511,12.19,84,45300.81,2017-07-16,2018-03-22,Active
LOAN000468,CUST017797,Education Loan,553669,12.01,12,49195.41,2016-12-18,2020-11-13,Active
LOAN000469,CUST008874,Car Loan,4346747,10.25,36,140768.05,2020-02-11,2045-11-03,Closed
LOAN000470,CUST018286,Home Loan,747112,14.44,180,10171.42,2019-08-29,2033-07-13,Defaulted
LOAN000471,CUST000410,Education Loan,2390200,11.99,12,212355.19,2020-07-26,2040-10-11,Closed
LOAN000472,CUST003796,Education Loan,4337353,10.25,24,200647.68,2024-12-24,2046-05-05,Active
LOAN000473,CUST002704,Personal Loan,4669746,8.79,120,58624.95,2022-03-17,2044-12-06,Defaulted
LOAN000474,CUST010343,Education Loan,999077,8.71,12,87236.46,2024-07-01,2044-07-02,Active
LOAN000475,CUST004982,Personal Loan,787654,8.54,12,68713.6,2019-01-26,2039-05-27,Active
LOAN000476,CUST008583,Personal Loan,2093737,11.81,84,36747.78,2024-03-26,2045-06-07,Active
LOAN000477,CUST007668,Education Loan,1649445,8.13,84,25815.56,2020-06-04,2045-08-01,Closed
LOAN000478,CUST017518,Education Loan,3895335,10.45,180,42938.32,2025-07-28,2042-03-12,Active
LOAN000479,CUST017184,Gold Loan,1223433,10.98,60,26588.2,2021-06-23,2035-04-11,Active
LOAN000480,CUST009726,Gold Loan,1697447,8.59,36,53655.04,2021-05-21,2031-05-12,Defaulted
LOAN000481,CUST018154,Home Loan,3244199,9.73,240,30729.1,2020-07-16,2021-08-26,Defaulted
LOAN000482,CUST007500,Gold Loan,1153450,7.75,36,36012.05,2020-02-19,2043-02-17,Active
LOAN000483,CUST017037,Education Loan,3375851,9.4,84,55002.12,2020-03-20,2045-04-15,Closed
LOAN000484,CUST007721,Car Loan,4606449,10.33,24,213266.55,2019-09-09,2025-01-07,Defaulted
LOAN000485,CUST001906,Personal Loan,2243653,14.2,60,52438.81,2017-05-18,2021-08-18,Defaulted
LOAN000486,CUST006718,Gold Loan,769033,14.3,240,9731.1,2021-09-05,2040-08-07,Defaulted
LOAN000487,CUST002175,Car Loan,4096782,12.07,60,91275.64,2022-06-15,2044-10-17,Closed
LOAN000488,CUST006770,Car Loan,4955349,12.44,24,234285.0,2024-05-01,2042-06-16,Defaulted
LOAN000489,CUST007162,Gold Loan,2913730,7.6,60,58523.73,2023-12-09,2044-02-06,Closed
LOAN000490,CUST006505,Education Loan,1279438,9.18,120,16332.28,2022-06-06,2029-06-15,Active
LOAN000491,CUST018766,Education Loan,2984955,13.94,12,267926.24,2021-04-05,2029-03-31,Closed
LOAN000492,CUST004421,Personal Loan,3678901,10.04,84,61150.17,2017-09-29,2038-05-04,Defaulted
LOAN000493,CUST001273,Education Loan,2785074,12.19,60,62220.17,2023-10-04,2024-03-12,Closed
LOAN000494,CUST000452,Education Loan,1330209,8.83,120,16728.39,2021-01-11,2030-04-10,Defaulted
LOAN000495,CUST003520,Home Loan,3519433,13.05,240,41358.25,2023-04-02,2030-07-15,Closed
LOAN000496,CUST017478,Education Loan,2651915,10.87,36,86657.13,2024-08-03,2027-05-03,Closed
LOAN000497,CUST009568,Gold Loan,2010978,9.68,36,64586.9,2020-12-06,2035-11-29,Defaulted
LOAN000498,CUST000248,Home Loan,3774547,11.01,120,52015.76,2020-01-07,2039-08-19,Defaulted
